"eia_id","operator_name","net_gen_kwh"
"57631","Wolverine Wind Energy, LLC",4.6540000000000000
"55574","CHI Operations Inc",4.6510000000000000
"57823","University of Minnesota WCROC",4.6300000000000000
"62653","OEE XXX LLC",4.5670000000000000
"61788","Hilltop Power, LLC",4.4290000000000000
"60913","AEP Onsite Partners, LLC",4.4160000000000000
"59328","Foundation HA Energy Generation, LLC",4.3900000000000000
"1172","City of Osage - (IA)",4.3730000000000000
"61066","Foundation CA Fund VIII Manager, LLC",4.3200000000000000
"56628","Ewington Wind Project",4.3030000000000000
"58992","Dept of Corrections NCCI Wind",4.2980000000000000
"58414","New London Municipal Utilities",4.2420000000000000
"57257","Iowa Lakes Community College",4.2340000000000000
"7501","Town of Princeton - (MA)",4.1330000000000000
"59776","Heartland Community College",4.1150000000000000
"61004","OEE XXIV LLC",4.0900000000000000
"6304","Kotzebue Electric Assn Inc",3.9830000000000000
"57613","Lincoln Electric Company",3.8780000000000000
"58511","Alaska Environmental Power",3.8490000000000000
"2022","Willmar Municipal Utilities",3.8230000000000000
"57855","Town of Ipswich - (MA)",3.7740000000000000
"61067","Foundation CA Fund VIII Manager, LLC",3.7420000000000000
"56968","Echo 3",3.6760000000000000
"6338","Alaska Village Elec Coop, Inc",3.6740000000000000
"56834","High Plains Wind Power LLC",3.6140000000000000
"57067","Alaska Village Elec Coop, Inc",3.5190000000000000
"59330","Foundation HA Energy Generation, LLC",3.5070000000000000
"58102","Foundation CA Fund VI Manager LLC",3.4840000000000000
"6319","Alaska Village Elec Coop, Inc",3.4740000000000000
"59329","Foundation HA Energy Generation, LLC",3.4700000000000000
"59331","Foundation HA Energy Generation, LLC",3.4000000000000000
"59724","Scituate Wind LLC",3.3750000000000000
"6299","Unalakleet Valley Elec Coop",3.3670000000000000
"58071","Consolidated Edison Development Inc.",3.3420000000000000
"2022","Willmar Municipal Utilities",3.3350000000000000
"60126","OEE XVII, LLC",3.3190000000000000
"59305","WED Coventry Three, LLC",3.3030000000000000
"56413","Longroad Energy Services LLC",3.2080000000000000
"61775","Town of Otis",3.2000000000000000
"56800","Hull Municipal Light Plant",3.1990000000000000
"62936","Rattlesnake Flat, LLC",3.1820000000000000
"55809","Kas Brothers Windfarm LLC",3.1270000000000000
"1998","City of Mountain Lake - (MN)",3.0770000000000000
"59313","WED Coventry Five, LLC",3.0770000000000000
"58101","Foundation CA Fund VI Manager LLC",2.9350000000000000
"59301","WED Coventry One, LLC",2.8890000000000000
"6341","Alaska Village Elec Coop, Inc",2.8840000000000000
"57767","Adams Electric Cooperative",2.8570000000000000
"58407","Luther College Wind Energy Project LLC",2.8350000000000000
"56275","Wind Stream Operations LLC",2.8220000000000000
"57880","Regents of the University of Minnesota",2.7450000000000000
"58958","Camelot Wind LLC",2.7130000000000000
"57643","Vestas Towers America, Inc",2.6810000000000000
"6311","Alaska Village Elec Coop, Inc",2.4790000000000000
"55944","Bay Windpower LLC",2.4780000000000000
"59306","WED Coventry Four, LLC",2.4780000000000000
"7965","Lincoln Electric System",2.4510000000000000
"57626","Foundation HA Energy Generation, LLC",2.4400000000000000
"56210","Brewster",2.4340000000000000
"59735","Kirkwood Community College",2.4230000000000000
"56376","Illinois Rural Electric Coop",2.4160000000000000
"90","Nome Joint Utility Systems",2.3830000000000000
"10823","Massachusetts Wtr Rauth-Deer I",2.3500000000000000
"57052","Alaska Village Elec Coop, Inc",2.3380000000000000
"55368","CHI Energy Inc",2.2130000000000000
"7855","City of Moorhead - (MN)",2.2130000000000000
"56590","Midwest Power Partners LLC",2.0080000000000000
"10823","Massachusetts Wtr Rauth-Deer I",1.8840000000000000
"57648","Zotos International",1.8490000000000000
"56215","E&E Enterprises LLC",1.8060000000000000
"57594","Foundation HA Energy Generation, LLC",1.7600000000000000
"58105","Foundation CA Fund VI Manager LLC",1.7550000000000000
"57325","FPL Energy Illinois Wind LLC",1.7430000000000000
"56203","Westridge Windfarm LLC",1.6890000000000000
"60919","Oak Leaf Solar V LLC",1.6840000000000000
"58065","MWRA Charlestown",1.6630000000000000
"944","City of Geneseo - (IL)",1.6470000000000000
"55980","EDF Renewable Asset Holdings, Inc.",1.5840000000000000
"10823","Massachusetts Wtr Rauth-Deer I",1.5340000000000000
"56580","Moore 1",1.4180000000000000
"58104","Foundation CA Fund VI Manager LLC",1.3350000000000000
"56581","Moore 1",1.3010000000000000
"57775","Brookfield Renewable Trading and Marketing LP",1.1520000000000000
"10823","Massachusetts Wtr Rauth-Deer I",1.1230000000000000
"56225","Aeolus Wind LLC",1.1020000000000000
"1172","City of Osage - (IA)",0.98400000000000000000
"7974","Basin Electric Power Coop",0.94900000000000000000
"57106","Mesalands Community College",0.88300000000000000000
"1158","City of Lenox - (IA)",0.85400000000000000000
"50535","Brookfield Renewable Trading and Marketing LP",0.81200000000000000000
"59024","Case Western Reserve University",0.77000000000000000000
"55782","RENEW Energy Inc",0.72500000000000000000
"50276","Wintec Energy Ltd",0.58200000000000000000
"62736","Harbec Energy",0.53900000000000000000
"57258","Texico Wind LP",0.53300000000000000000
"59639","Philips Lightolier",0.41600000000000000000
"62782","General Services Administration - Region 8",0.36600000000000000000
"62736","Harbec Energy",0.21000000000000000000
"62478","Empire District Electric Co",0.15400000000000000000
"56322","Puget Sound Energy Inc",0.09500000000000000000
"2024","City of Worthington - (MN)",0.06200000000000000000
"57296","Carleton College",0.02400000000000000000
"1998","City of Mountain Lake - (MN)",0.01300000000000000000
"62642","GE Wind Energy LLC",0.00400000000000000000
"1190","City of Stuart - (IA)",0.00200000000000000000
"1998","City of Mountain Lake - (MN)",0.00200000000000000000
"1190","City of Stuart - (IA)",0E-20
"2022","Willmar Municipal Utilities",0E-20
"50485","Terra-Gen Operating Co-Wind",0E-20
"508","City of Lamar - (CO)",0E-20
"52161","Terra-Gen Operating Co-Wind",0E-20
"52162","Wind Wall 1 LLC",0E-20
"52163","Wind Wall 1 LLC",0E-20
"55608","Terra-Gen Operating Co-Wind",0E-20
"55609","Terra-Gen Operating Co-Wind",0E-20
"55853","Inland Empire Energy Ctr LLC",0E-20
"56123","Rock County Energy Center, LLC",0E-20
"56964","Bayonne Energy Center LLC",0E-20
"57045","AE Power Services LLC",0E-20
"57052","Alaska Village Elec Coop, Inc",0E-20
"57067","Alaska Village Elec Coop, Inc",0E-20
"57082","Evergreen Wind, LLC",0E-20
"57263","DeWind Co.",0E-20
"57264","DeWind Co.",0E-20
"57296","Carleton College",0E-20
"57517","DeWind Co.",0E-20
"57547","Winona County Wind LLC",0E-20
"57637","Performance Services",0E-20
"57638","Performance Services",0E-20
"58424","Harbor Wind Tenant LLC",0E-20
"59022","Kingston Wind Independence",0E-20
"6319","Alaska Village Elec Coop, Inc",0E-20
"6338","Alaska Village Elec Coop, Inc",0E-20
"6341","Alaska Village Elec Coop, Inc",0E-20
"63578","Southwestern Public Service Co",0E-20
"7927","Tennessee Valley Authority",0E-20
"944","City of Geneseo - (IL)",-0.00400000000000000000
"1172","City of Osage - (IA)",-0.01500000000000000000
"1172","City of Osage - (IA)",-0.01600000000000000000
"6304","Kotzebue Electric Assn Inc",-0.05700000000000000000
"61925","Casa Mesa Wind, LLC",-0.11100000000000000000
"57996","Auwahi Wind Energy LLC",-0.11800000000000000000
"944","City of Geneseo - (IL)",-0.25700000000000000000
"56981","RWE Renewables Americas LLC",-1.1890000000000000
"56984","RWE Renewables Americas LLC",-1.4670000000000000
"56961","Duke Energy DEGS Notrees",-1.7650000000000000
"57447","AES Wind Generation Inc",-4.3260000000000000
